LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
PT,HUR,TOT,PC_LF,M,2015-12,12.5,
PT,HUR,TOT,PC_LF,M,2016-01,12.4,
PT,HUR,TOT,PC_LF,M,2016-02,12.5,
PT,HUR,TOT,PC_LF,M,2016-03,12.3,
PT,HUR,TOT,PC_LF,M,2016-04,11.9,
PT,HUR,TOT,PC_LF,M,2016-05,11.5,
PT,HUR,TOT,PC_LF,M,2016-06,11.4,
PT,HUR,TOT,PC_LF,M,2016-07,11.2,
PT,HUR,TOT,PC_LF,M,2016-08,11.2,
PT,HUR,TOT,PC_LF,M,2016-09,11.1,
PT,HUR,TOT,PC_LF,M,2016-10,10.9,
PT,HUR,TOT,PC_LF,M,2016-11,10.8,
PT,HUR,TOT,PC_LF,M,2016-12,10.4,
PT,HUR,TOT,PC_LF,M,2017-01,10.3,
PT,HUR,TOT,PC_LF,M,2017-02,10.1,
PT,HUR,TOT,PC_LF,M,2017-03,10,
PT,HUR,TOT,PC_LF,M,2017-04,9.8,
PT,HUR,TOT,PC_LF,M,2017-05,9.4,
PT,HUR,TOT,PC_LF,M,2017-06,9.3,
PT,HUR,TOT,PC_LF,M,2017-07,9.1,
PT,HUR,TOT,PC_LF,M,2017-08,8.9,
PT,HUR,TOT,PC_LF,M,2017-09,8.7,
PT,HUR,TOT,PC_LF,M,2017-10,8.6,
PT,HUR,TOT,PC_LF,M,2017-11,8.2,
PT,HUR,TOT,PC_LF,M,2017-12,8.1,
PT,HUR,TOT,PC_LF,M,2018-01,8,
PT,HUR,TOT,PC_LF,M,2018-02,7.8,
PT,HUR,TOT,PC_LF,M,2018-03,7.6,
PT,HUR,TOT,PC_LF,M,2018-04,7.3,
PT,HUR,TOT,PC_LF,M,2018-05,7.2,
PT,HUR,TOT,PC_LF,M,2018-06,7,
PT,HUR,TOT,PC_LF,M,2018-07,7,
PT,HUR,TOT,PC_LF,M,2018-08,7.1,
PT,HUR,TOT,PC_LF,M,2018-09,6.7,
PT,HUR,TOT,PC_LF,M,2018-10,6.8,
PT,HUR,TOT,PC_LF,M,2018-11,6.8,
PT,HUR,TOT,PC_LF,M,2018-12,6.8,
PT,HUR,TOT,PC_LF,M,2019-01,6.7,
PT,HUR,TOT,PC_LF,M,2019-02,6.7,
PT,HUR,TOT,PC_LF,M,2019-03,6.6,
PT,HUR,TOT,PC_LF,M,2019-04,6.7,
PT,HUR,TOT,PC_LF,M,2019-05,6.7,
PT,HUR,TOT,PC_LF,M,2019-06,6.7,
PT,HUR,TOT,PC_LF,M,2019-07,6.6,
PT,HUR,TOT,PC_LF,M,2019-08,6.5,
PT,HUR,TOT,PC_LF,M,2019-09,6.6,
PT,HUR,TOT,PC_LF,M,2019-10,6.6,
PT,HUR,TOT,PC_LF,M,2019-11,6.8,
PT,HUR,TOT,PC_LF,M,2019-12,6.9,
PT,HUR,TOT,PC_LF,M,2020-01,6.9,
PT,HUR,TOT,PC_LF,M,2020-02,6.5,
PT,HUR,TOT,PC_LF,M,2020-03,6.3,
PT,HUR,TOT,PC_LF,M,2020-04,6.4,
PT,HUR,TOT,PC_LF,M,2020-05,6,
PT,HUR,TOT,PC_LF,M,2020-06,7.5,
PT,HUR,TOT,PC_LF,M,2020-07,8,
PT,HUR,TOT,PC_LF,M,2020-08,8.2,
PT,HUR,TOT,PC_LF,M,2020-09,8,
PT,HUR,TOT,PC_LF,M,2020-10,7.6,
PT,HUR,TOT,PC_LF,M,2020-11,7.2,
PT,HUR,TOT,PC_LF,M,2020-12,6.9,
PT,HUR,TOT,PC_LF,M,2021-01,6.9,
PT,HUR,TOT,PC_LF,M,2021-02,6.8,
PT,HUR,TOT,PC_LF,M,2021-03,6.6,
PT,HUR,TOT,PC_LF,M,2021-04,7,
PT,HUR,TOT,PC_LF,M,2021-05,7,
PT,HUR,TOT,PC_LF,M,2021-06,6.8,
PT,HUR,TOT,PC_LF,M,2021-07,6.6,
PT,HUR,TOT,PC_LF,M,2021-08,6.3,
PT,HUR,TOT,PC_LF,M,2021-09,6.4,
PT,HUR,TOT,PC_LF,M,2021-10,6.4,
PT,HUR,TOT,PC_LF,M,2021-11,6.3,
PT,HUR,TOT,PC_LF,M,2021-12,5.8,
PT,HUR,TOT,PC_LF,M,2022-01,5.7,
PT,HUR,TOT,PC_LF,M,2022-02,5.6,
PT,HUR,TOT,PC_LF,M,2022-03,5.8,
PT,HUR,TOT,PC_LF,M,2022-04,5.9,
PT,HUR,TOT,PC_LF,M,2022-05,6,
PT,HUR,TOT,PC_LF,M,2022-06,6,
PT,HUR,TOT,PC_LF,M,2022-07,6,
PT,HUR,TOT,PC_LF,M,2022-08,6,
PT,HUR,TOT,PC_LF,M,2022-09,6.2,
PT,HUR,TOT,PC_LF,M,2022-10,6.1,
PT,HUR,TOT,PC_LF,M,2022-11,6.5,
PT,HUR,TOT,PC_LF,M,2022-12,6.7,
PT,HUR,TOT,PC_LF,M,2023-01,7,
PT,HUR,TOT,PC_LF,M,2023-02,6.9,
PT,HUR,TOT,PC_LF,M,2023-03,6.9,
SK,HUR,TOT,PC_LF,M,2005-01,17.3,
SK,HUR,TOT,PC_LF,M,2005-02,17.1,
SK,HUR,TOT,PC_LF,M,2005-03,17,
SK,HUR,TOT,PC_LF,M,2005-04,16.7,
SK,HUR,TOT,PC_LF,M,2005-05,16.6,
SK,HUR,TOT,PC_LF,M,2005-06,16.3,
SK,HUR,TOT,PC_LF,M,2005-07,16.1,
SK,HUR,TOT,PC_LF,M,2005-08,16,
SK,HUR,TOT,PC_LF,M,2005-09,16.1,
SK,HUR,TOT,PC_LF,M,2005-10,16,
SK,HUR,TOT,PC_LF,M,2005-11,15.7,
SK,HUR,TOT,PC_LF,M,2005-12,15.4,
SK,HUR,TOT,PC_LF,M,2006-01,15,
SK,HUR,TOT,PC_LF,M,2006-02,14.6,
SK,HUR,TOT,PC_LF,M,2006-03,14.3,
SK,HUR,TOT,PC_LF,M,2006-04,14,
SK,HUR,TOT,PC_LF,M,2006-05,13.7,
SK,HUR,TOT,PC_LF,M,2006-06,13.4,
SK,HUR,TOT,PC_LF,M,2006-07,13.3,
SK,HUR,TOT,PC_LF,M,2006-08,13.1,
SK,HUR,TOT,PC_LF,M,2006-09,12.8,
SK,HUR,TOT,PC_LF,M,2006-10,12.6,
SK,HUR,TOT,PC_LF,M,2006-11,12.4,
SK,HUR,TOT,PC_LF,M,2006-12,12.1,
SK,HUR,TOT,PC_LF,M,2007-01,11.7,
SK,HUR,TOT,PC_LF,M,2007-02,11.4,
SK,HUR,TOT,PC_LF,M,2007-03,11.2,
SK,HUR,TOT,PC_LF,M,2007-04,11.3,
SK,HUR,TOT,PC_LF,M,2007-05,11.3,
SK,HUR,TOT,PC_LF,M,2007-06,11.4,
SK,HUR,TOT,PC_LF,M,2007-07,11.5,
SK,HUR,TOT,PC_LF,M,2007-08,11.5,
SK,HUR,TOT,PC_LF,M,2007-09,11.3,
SK,HUR,TOT,PC_LF,M,2007-10,10.9,
SK,HUR,TOT,PC_LF,M,2007-11,10.6,
SK,HUR,TOT,PC_LF,M,2007-12,10.5,
SK,HUR,TOT,PC_LF,M,2008-01,10.4,
SK,HUR,TOT,PC_LF,M,2008-02,10.3,
SK,HUR,TOT,PC_LF,M,2008-03,10.2,
SK,HUR,TOT,PC_LF,M,2008-04,10.2,
SK,HUR,TOT,PC_LF,M,2008-05,10.2,
SK,HUR,TOT,PC_LF,M,2008-06,9.9,
SK,HUR,TOT,PC_LF,M,2008-07,9.4,
SK,HUR,TOT,PC_LF,M,2008-08,9,
SK,HUR,TOT,PC_LF,M,2008-09,8.8,
SK,HUR,TOT,PC_LF,M,2008-10,8.7,
SK,HUR,TOT,PC_LF,M,2008-11,8.9,
SK,HUR,TOT,PC_LF,M,2008-12,9.1,B
SK,HUR,TOT,PC_LF,M,2009-01,9.9,
SK,HUR,TOT,PC_LF,M,2009-02,10.3,
SK,HUR,TOT,PC_LF,M,2009-03,10.8,
SK,HUR,TOT,PC_LF,M,2009-04,11.2,
SK,HUR,TOT,PC_LF,M,2009-05,11.6,
SK,HUR,TOT,PC_LF,M,2009-06,12,
SK,HUR,TOT,PC_LF,M,2009-07,12.3,
SK,HUR,TOT,PC_LF,M,2009-08,12.6,
SK,HUR,TOT,PC_LF,M,2009-09,13.1,
SK,HUR,TOT,PC_LF,M,2009-10,13.4,
SK,HUR,TOT,PC_LF,M,2009-11,13.8,
SK,HUR,TOT,PC_LF,M,2009-12,14.2,
SK,HUR,TOT,PC_LF,M,2010-01,14.9,
SK,HUR,TOT,PC_LF,M,2010-02,14.9,
SK,HUR,TOT,PC_LF,M,2010-03,14.9,
SK,HUR,TOT,PC_LF,M,2010-04,14.8,
SK,HUR,TOT,PC_LF,M,2010-05,14.7,
SK,HUR,TOT,PC_LF,M,2010-06,14.5,
SK,HUR,TOT,PC_LF,M,2010-07,14.4,
SK,HUR,TOT,PC_LF,M,2010-08,14.2,
SK,HUR,TOT,PC_LF,M,2010-09,14.2,
SK,HUR,TOT,PC_LF,M,2010-10,14,
SK,HUR,TOT,PC_LF,M,2010-11,13.8,
SK,HUR,TOT,PC_LF,M,2010-12,13.8,
SK,HUR,TOT,PC_LF,M,2011-01,13.8,
SK,HUR,TOT,PC_LF,M,2011-02,13.7,
SK,HUR,TOT,PC_LF,M,2011-03,13.7,
SK,HUR,TOT,PC_LF,M,2011-04,13.6,
SK,HUR,TOT,PC_LF,M,2011-05,13.6,
SK,HUR,TOT,PC_LF,M,2011-06,13.4,
SK,HUR,TOT,PC_LF,M,2011-07,13.4,
SK,HUR,TOT,PC_LF,M,2011-08,13.4,
SK,HUR,TOT,PC_LF,M,2011-09,13.5,
SK,HUR,TOT,PC_LF,M,2011-10,13.7,
SK,HUR,TOT,PC_LF,M,2011-11,13.8,
SK,HUR,TOT,PC_LF,M,2011-12,13.8,
SK,HUR,TOT,PC_LF,M,2012-01,13.8,
SK,HUR,TOT,PC_LF,M,2012-02,13.8,
SK,HUR,TOT,PC_LF,M,2012-03,13.8,
SK,HUR,TOT,PC_LF,M,2012-04,13.9,
SK,HUR,TOT,PC_LF,M,2012-05,13.8,
SK,HUR,TOT,PC_LF,M,2012-06,13.8,
SK,HUR,TOT,PC_LF,M,2012-07,13.8,
SK,HUR,TOT,PC_LF,M,2012-08,13.8,
SK,HUR,TOT,PC_LF,M,2012-09,13.8,
SK,HUR,TOT,PC_LF,M,2012-10,14,
SK,HUR,TOT,PC_LF,M,2012-11,14.2,
SK,HUR,TOT,PC_LF,M,2012-12,14.3,
SK,HUR,TOT,PC_LF,M,2013-01,14.3,
SK,HUR,TOT,PC_LF,M,2013-02,14.4,
SK,HUR,TOT,PC_LF,M,2013-03,14.3,
SK,HUR,TOT,PC_LF,M,2013-04,14.3,
SK,HUR,TOT,PC_LF,M,2013-05,14.2,
SK,HUR,TOT,PC_LF,M,2013-06,14.2,
SK,HUR,TOT,PC_LF,M,2013-07,14.1,
SK,HUR,TOT,PC_LF,M,2013-08,14,
SK,HUR,TOT,PC_LF,M,2013-09,14.1,
SK,HUR,TOT,PC_LF,M,2013-10,14,
SK,HUR,TOT,PC_LF,M,2013-11,14,
SK,HUR,TOT,PC_LF,M,2013-12,13.9,
SK,HUR,TOT,PC_LF,M,2014-01,13.8,
SK,HUR,TOT,PC_LF,M,2014-02,13.7,
SK,HUR,TOT,PC_LF,M,2014-03,13.6,
SK,HUR,TOT,PC_LF,M,2014-04,13.5,
SK,HUR,TOT,PC_LF,M,2014-05,13.3,
SK,HUR,TOT,PC_LF,M,2014-06,13.1,
SK,HUR,TOT,PC_LF,M,2014-07,13,
SK,HUR,TOT,PC_LF,M,2014-08,12.9,
SK,HUR,TOT,PC_LF,M,2014-09,12.7,
SK,HUR,TOT,PC_LF,M,2014-10,12.6,
SK,HUR,TOT,PC_LF,M,2014-11,12.5,
SK,HUR,TOT,PC_LF,M,2014-12,12.4,
SK,HUR,TOT,PC_LF,M,2015-01,12.3,
SK,HUR,TOT,PC_LF,M,2015-02,12.1,
SK,HUR,TOT,PC_LF,M,2015-03,11.9,
SK,HUR,TOT,PC_LF,M,2015-04,11.7,
SK,HUR,TOT,PC_LF,M,2015-05,11.5,
SK,HUR,TOT,PC_LF,M,2015-06,11.4,
SK,HUR,TOT,PC_LF,M,2015-07,11.4,
SK,HUR,TOT,PC_LF,M,2015-08,11.3,
SK,HUR,TOT,PC_LF,M,2015-09,11.2,
SK,HUR,TOT,PC_LF,M,2015-10,11.1,
SK,HUR,TOT,PC_LF,M,2015-11,10.9,
SK,HUR,TOT,PC_LF,M,2015-12,10.7,
SK,HUR,TOT,PC_LF,M,2016-01,10.4,
SK,HUR,TOT,PC_LF,M,2016-02,10.3,
SK,HUR,TOT,PC_LF,M,2016-03,10.1,
SK,HUR,TOT,PC_LF,M,2016-04,10,
SK,HUR,TOT,PC_LF,M,2016-05,9.9,
SK,HUR,TOT,PC_LF,M,2016-06,9.7,
SK,HUR,TOT,PC_LF,M,2016-07,9.6,
SK,HUR,TOT,PC_LF,M,2016-08,9.5,
SK,HUR,TOT,PC_LF,M,2016-09,9.3,
SK,HUR,TOT,PC_LF,M,2016-10,9.1,
SK,HUR,TOT,PC_LF,M,2016-11,9,
SK,HUR,TOT,PC_LF,M,2016-12,8.8,
SK,HUR,TOT,PC_LF,M,2017-01,8.6,
SK,HUR,TOT,PC_LF,M,2017-02,8.5,
SK,HUR,TOT,PC_LF,M,2017-03,8.5,
SK,HUR,TOT,PC_LF,M,2017-04,8.4,
SK,HUR,TOT,PC_LF,M,2017-05,8.3,
SK,HUR,TOT,PC_LF,M,2017-06,8.1,
SK,HUR,TOT,PC_LF,M,2017-07,7.9,
SK,HUR,TOT,PC_LF,M,2017-08,7.9,
SK,HUR,TOT,PC_LF,M,2017-09,7.8,
SK,HUR,TOT,PC_LF,M,2017-10,7.7,
SK,HUR,TOT,PC_LF,M,2017-11,7.6,
SK,HUR,TOT,PC_LF,M,2017-12,7.5,
SK,HUR,TOT,PC_LF,M,2018-01,7.2,
SK,HUR,TOT,PC_LF,M,2018-02,7.1,
SK,HUR,TOT,PC_LF,M,2018-03,6.9,
SK,HUR,TOT,PC_LF,M,2018-04,6.8,
SK,HUR,TOT,PC_LF,M,2018-05,6.7,
SK,HUR,TOT,PC_LF,M,2018-06,6.6,
SK,HUR,TOT,PC_LF,M,2018-07,6.4,
SK,HUR,TOT,PC_LF,M,2018-08,6.3,
SK,HUR,TOT,PC_LF,M,2018-09,6.2,
SK,HUR,TOT,PC_LF,M,2018-10,6.1,
SK,HUR,TOT,PC_LF,M,2018-11,6.1,
SK,HUR,TOT,PC_LF,M,2018-12,5.9,
SK,HUR,TOT,PC_LF,M,2019-01,5.9,
SK,HUR,TOT,PC_LF,M,2019-02,5.8,
SK,HUR,TOT,PC_LF,M,2019-03,5.7,
SK,HUR,TOT,PC_LF,M,2019-04,5.7,
SK,HUR,TOT,PC_LF,M,2019-05,5.7,
SK,HUR,TOT,PC_LF,M,2019-06,5.7,
SK,HUR,TOT,PC_LF,M,2019-07,5.7,
SK,HUR,TOT,PC_LF,M,2019-08,5.7,
SK,HUR,TOT,PC_LF,M,2019-09,5.7,
SK,HUR,TOT,PC_LF,M,2019-10,5.6,
SK,HUR,TOT,PC_LF,M,2019-11,5.7,
SK,HUR,TOT,PC_LF,M,2019-12,5.7,
SK,HUR,TOT,PC_LF,M,2020-01,6,
SK,HUR,TOT,PC_LF,M,2020-02,6,
SK,HUR,TOT,PC_LF,M,2020-03,6,
SK,HUR,TOT,PC_LF,M,2020-04,6.5,
SK,HUR,TOT,PC_LF,M,2020-05,6.6,
SK,HUR,TOT,PC_LF,M,2020-06,6.7,
SK,HUR,TOT,PC_LF,M,2020-07,7,
SK,HUR,TOT,PC_LF,M,2020-08,7.1,
SK,HUR,TOT,PC_LF,M,2020-09,7,
SK,HUR,TOT,PC_LF,M,2020-10,7,
SK,HUR,TOT,PC_LF,M,2020-11,7,
SK,HUR,TOT,PC_LF,M,2020-12,7,
SK,HUR,TOT,PC_LF,M,2021-01,7,
SK,HUR,TOT,PC_LF,M,2021-02,7,
SK,HUR,TOT,PC_LF,M,2021-03,7.1,
SK,HUR,TOT,PC_LF,M,2021-04,7,
SK,HUR,TOT,PC_LF,M,2021-05,7,
SK,HUR,TOT,PC_LF,M,2021-06,6.9,
SK,HUR,TOT,PC_LF,M,2021-07,6.8,
SK,HUR,TOT,PC_LF,M,2021-08,6.8,
SK,HUR,TOT,PC_LF,M,2021-09,6.7,
SK,HUR,TOT,PC_LF,M,2021-10,6.6,
SK,HUR,TOT,PC_LF,M,2021-11,6.5,
SK,HUR,TOT,PC_LF,M,2021-12,6.5,
SK,HUR,TOT,PC_LF,M,2022-01,6.4,
SK,HUR,TOT,PC_LF,M,2022-02,6.4,
SK,HUR,TOT,PC_LF,M,2022-03,6.3,
SK,HUR,TOT,PC_LF,M,2022-04,6.3,
SK,HUR,TOT,PC_LF,M,2022-05,6.2,
SK,HUR,TOT,PC_LF,M,2022-06,6.2,
SK,HUR,TOT,PC_LF,M,2022-07,6,
SK,HUR,TOT,PC_LF,M,2022-08,6,
SK,HUR,TOT,PC_LF,M,2022-09,6,
SK,HUR,TOT,PC_LF,M,2022-10,6,
SK,HUR,TOT,PC_LF,M,2022-11,6.1,
SK,HUR,TOT,PC_LF,M,2022-12,6.1,
SK,HUR,TOT,PC_LF,M,2023-01,6,
SK,HUR,TOT,PC_LF,M,2023-02,6,
SK,HUR,TOT,PC_LF,M,2023-03,6,
ES,HUR,TOT,PC_LF,M,2005-01,10.1,
ES,HUR,TOT,PC_LF,M,2005-02,9.9,
ES,HUR,TOT,PC_LF,M,2005-03,9.7,
ES,HUR,TOT,PC_LF,M,2005-04,9.7,
ES,HUR,TOT,PC_LF,M,2005-05,9.4,
ES,HUR,TOT,PC_LF,M,2005-06,9.1,
ES,HUR,TOT,PC_LF,M,2005-07,8.8,
ES,HUR,TOT,PC_LF,M,2005-08,8.6,
ES,HUR,TOT,PC_LF,M,2005-09,8.5,
ES,HUR,TOT,PC_LF,M,2005-10,8.6,
ES,HUR,TOT,PC_LF,M,2005-11,8.7,
ES,HUR,TOT,PC_LF,M,2005-12,8.8,
ES,HUR,TOT,PC_LF,M,2006-01,8.8,
ES,HUR,TOT,PC_LF,M,2006-02,8.7,
ES,HUR,TOT,PC_LF,M,2006-03,8.7,
ES,HUR,TOT,PC_LF,M,2006-04,8.6,
ES,HUR,TOT,PC_LF,M,2006-05,8.5,
ES,HUR,TOT,PC_LF,M,2006-06,8.4,
ES,HUR,TOT,PC_LF,M,2006-07,8.3,
ES,HUR,TOT,PC_LF,M,2006-08,8.3,
ES,HUR,TOT,PC_LF,M,2006-09,8.2,
ES,HUR,TOT,PC_LF,M,2006-10,8.2,
ES,HUR,TOT,PC_LF,M,2006-11,8.3,
ES,HUR,TOT,PC_LF,M,2006-12,8.3,
ES,HUR,TOT,PC_LF,M,2007-01,8.3,
ES,HUR,TOT,PC_LF,M,2007-02,8.2,
ES,HUR,TOT,PC_LF,M,2007-03,8.1,
ES,HUR,TOT,PC_LF,M,2007-04,8,
ES,HUR,TOT,PC_LF,M,2007-05,7.9,
ES,HUR,TOT,PC_LF,M,2007-06,8,
ES,HUR,TOT,PC_LF,M,2007-07,8.1,
ES,HUR,TOT,PC_LF,M,2007-08,8.3,
ES,HUR,TOT,PC_LF,M,2007-09,8.3,
ES,HUR,TOT,PC_LF,M,2007-10,8.4,
ES,HUR,TOT,PC_LF,M,2007-11,8.6,
ES,HUR,TOT,PC_LF,M,2007-12,8.8,
ES,HUR,TOT,PC_LF,M,2008-01,9.1,
ES,HUR,TOT,PC_LF,M,2008-02,9.3,
ES,HUR,TOT,PC_LF,M,2008-03,9.5,
ES,HUR,TOT,PC_LF,M,2008-04,10,
ES,HUR,TOT,PC_LF,M,2008-05,10.4,
ES,HUR,TOT,PC_LF,M,2008-06,10.8,
ES,HUR,TOT,PC_LF,M,2008-07,11.1,
ES,HUR,TOT,PC_LF,M,2008-08,11.5,
ES,HUR,TOT,PC_LF,M,2008-09,12,
ES,HUR,TOT,PC_LF,M,2008-10,12.9,
ES,HUR,TOT,PC_LF,M,2008-11,13.8,
ES,HUR,TOT,PC_LF,M,2008-12,14.8,
ES,HUR,TOT,PC_LF,M,2009-01,15.9,
ES,HUR,TOT,PC_LF,M,2009-02,16.8,
ES,HUR,TOT,PC_LF,M,2009-03,17.5,
ES,HUR,TOT,PC_LF,M,2009-04,17.8,
ES,HUR,TOT,PC_LF,M,2009-05,17.9,
ES,HUR,TOT,PC_LF,M,2009-06,17.9,
ES,HUR,TOT,PC_LF,M,2009-07,18,
ES,HUR,TOT,PC_LF,M,2009-08,18.2,
ES,HUR,TOT,PC_LF,M,2009-09,18.4,
ES,HUR,TOT,PC_LF,M,2009-10,18.6,
ES,HUR,TOT,PC_LF,M,2009-11,18.7,
ES,HUR,TOT,PC_LF,M,2009-12,18.9,
ES,HUR,TOT,PC_LF,M,2010-01,19.1,
ES,HUR,TOT,PC_LF,M,2010-02,19.2,
ES,HUR,TOT,PC_LF,M,2010-03,19.4,
ES,HUR,TOT,PC_LF,M,2010-04,19.8,
ES,HUR,TOT,PC_LF,M,2010-05,20,
ES,HUR,TOT,PC_LF,M,2010-06,20.1,
ES,HUR,TOT,PC_LF,M,2010-07,19.9,
ES,HUR,TOT,PC_LF,M,2010-08,20,
ES,HUR,TOT,PC_LF,M,2010-09,20.1,
ES,HUR,TOT,PC_LF,M,2010-10,20.1,
ES,HUR,TOT,PC_LF,M,2010-11,20.2,
ES,HUR,TOT,PC_LF,M,2010-12,20.4,
ES,HUR,TOT,PC_LF,M,2011-01,20.4,
ES,HUR,TOT,PC_LF,M,2011-02,20.5,
ES,HUR,TOT,PC_LF,M,2011-03,20.6,
ES,HUR,TOT,PC_LF,M,2011-04,20.6,
ES,HUR,TOT,PC_LF,M,2011-05,20.7,
ES,HUR,TOT,PC_LF,M,2011-06,21,
ES,HUR,TOT,PC_LF,M,2011-07,21.4,
ES,HUR,TOT,PC_LF,M,2011-08,21.7,
ES,HUR,TOT,PC_LF,M,2011-09,22.1,
ES,HUR,TOT,PC_LF,M,2011-10,22.4,
ES,HUR,TOT,PC_LF,M,2011-11,22.7,
ES,HUR,TOT,PC_LF,M,2011-12,22.9,
ES,HUR,TOT,PC_LF,M,2012-01,23.3,
ES,HUR,TOT,PC_LF,M,2012-02,23.6,
ES,HUR,TOT,PC_LF,M,2012-03,23.9,
ES,HUR,TOT,PC_LF,M,2012-04,24.2,
ES,HUR,TOT,PC_LF,M,2012-05,24.6,
ES,HUR,TOT,PC_LF,M,2012-06,24.7,
ES,HUR,TOT,PC_LF,M,2012-07,25,
ES,HUR,TOT,PC_LF,M,2012-08,25.2,
ES,HUR,TOT,PC_LF,M,2012-09,25.4,
ES,HUR,TOT,PC_LF,M,2012-10,25.7,
ES,HUR,TOT,PC_LF,M,2012-11,25.9,
ES,HUR,TOT,PC_LF,M,2012-12,26,
ES,HUR,TOT,PC_LF,M,2013-01,26.3,
ES,HUR,TOT,PC_LF,M,2013-02,26.4,
ES,HUR,TOT,PC_LF,M,2013-03,26.4,
ES,HUR,TOT,PC_LF,M,2013-04,26.3,
ES,HUR,TOT,PC_LF,M,2013-05,26.2,
ES,HUR,TOT,PC_LF,M,2013-06,26.1,
ES,HUR,TOT,PC_LF,M,2013-07,26.1,
ES,HUR,TOT,PC_LF,M,2013-08,26.1,
ES,HUR,TOT,PC_LF,M,2013-09,26,
ES,HUR,TOT,PC_LF,M,2013-10,26,
ES,HUR,TOT,PC_LF,M,2013-11,25.9,
ES,HUR,TOT,PC_LF,M,2013-12,25.6,
ES,HUR,TOT,PC_LF,M,2014-01,25.6,
ES,HUR,TOT,PC_LF,M,2014-02,25.3,
ES,HUR,TOT,PC_LF,M,2014-03,25.2,
ES,HUR,TOT,PC_LF,M,2014-04,24.8,
ES,HUR,TOT,PC_LF,M,2014-05,24.6,
ES,HUR,TOT,PC_LF,M,2014-06,24.3,
ES,HUR,TOT,PC_LF,M,2014-07,24.3,
ES,HUR,TOT,PC_LF,M,2014-08,24.1,
ES,HUR,TOT,PC_LF,M,2014-09,23.9,
ES,HUR,TOT,PC_LF,M,2014-10,23.9,
ES,HUR,TOT,PC_LF,M,2014-11,23.8,
ES,HUR,TOT,PC_LF,M,2014-12,23.7,
ES,HUR,TOT,PC_LF,M,2015-01,23.5,
ES,HUR,TOT,PC_LF,M,2015-02,23.2,
ES,HUR,TOT,PC_LF,M,2015-03,23,
ES,HUR,TOT,PC_LF,M,2015-04,22.7,
ES,HUR,TOT,PC_LF,M,2015-05,22.5,
ES,HUR,TOT,PC_LF,M,2015-06,22.2,
ES,HUR,TOT,PC_LF,M,2015-07,21.8,
ES,HUR,TOT,PC_LF,M,2015-08,21.6,
ES,HUR,TOT,PC_LF,M,2015-09,21.4,
ES,HUR,TOT,PC_LF,M,2015-10,21.2,
ES,HUR,TOT,PC_LF,M,2015-11,20.9,
ES,HUR,TOT,PC_LF,M,2015-12,20.8,
ES,HUR,TOT,PC_LF,M,2016-01,20.6,
ES,HUR,TOT,PC_LF,M,2016-02,20.5,
ES,HUR,TOT,PC_LF,M,2016-03,20.3,
ES,HUR,TOT,PC_LF,M,2016-04,20.3,
ES,HUR,TOT,PC_LF,M,2016-05,20.1,
ES,HUR,TOT,PC_LF,M,2016-06,19.9,
ES,HUR,TOT,PC_LF,M,2016-07,19.5,
ES,HUR,TOT,PC_LF,M,2016-08,19.3,
ES,HUR,TOT,PC_LF,M,2016-09,19.1,
ES,HUR,TOT,PC_LF,M,2016-10,18.8,
ES,HUR,TOT,PC_LF,M,2016-11,18.8,
ES,HUR,TOT,PC_LF,M,2016-12,18.6,
ES,HUR,TOT,PC_LF,M,2017-01,18.4,
ES,HUR,TOT,PC_LF,M,2017-02,18.2,
ES,HUR,TOT,PC_LF,M,2017-03,18,
ES,HUR,TOT,PC_LF,M,2017-04,17.6,
ES,HUR,TOT,PC_LF,M,2017-05,17.3,
ES,HUR,TOT,PC_LF,M,2017-06,17.1,
ES,HUR,TOT,PC_LF,M,2017-07,16.8,
ES,HUR,TOT,PC_LF,M,2017-08,16.7,
ES,HUR,TOT,PC_LF,M,2017-09,16.7,
ES,HUR,TOT,PC_LF,M,2017-10,16.6,
ES,HUR,TOT,PC_LF,M,2017-11,16.6,
ES,HUR,TOT,PC_LF,M,2017-12,16.6,
ES,HUR,TOT,PC_LF,M,2018-01,16.5,
ES,HUR,TOT,PC_LF,M,2018-02,16.3,
ES,HUR,TOT,PC_LF,M,2018-03,16,
ES,HUR,TOT,PC_LF,M,2018-04,15.7,
ES,HUR,TOT,PC_LF,M,2018-05,15.5,
ES,HUR,TOT,PC_LF,M,2018-06,15.2,
ES,HUR,TOT,PC_LF,M,2018-07,15,
ES,HUR,TOT,PC_LF,M,2018-08,14.8,
ES,HUR,TOT,PC_LF,M,2018-09,14.7,
ES,HUR,TOT,PC_LF,M,2018-10,14.6,
ES,HUR,TOT,PC_LF,M,2018-11,14.5,
ES,HUR,TOT,PC_LF,M,2018-12,14.4,
ES,HUR,TOT,PC_LF,M,2019-01,14.3,
ES,HUR,TOT,PC_LF,M,2019-02,14.2,
ES,HUR,TOT,PC_LF,M,2019-03,14.2,
ES,HUR,TOT,PC_LF,M,2019-04,14.2,
ES,HUR,TOT,PC_LF,M,2019-05,14.2,
ES,HUR,TOT,PC_LF,M,2019-06,14.2,
ES,HUR,TOT,PC_LF,M,2019-07,14.2,
ES,HUR,TOT,PC_LF,M,2019-08,14.1,
ES,HUR,TOT,PC_LF,M,2019-09,14,
ES,HUR,TOT,PC_LF,M,2019-10,13.9,
